Subject Number, Block, Trial Number, Dynomometer Response, Duration
34,NA,ITI,NA,1000
34,study,1,0,1000
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,2,0,1500
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,3,0,1000
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,4,0,1500
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,5,0,1000
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,6,0,1500
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,7,0,1000
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,8,0,1500
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,9,0,1000
34,study,study,NA,NA
34,NA,ITI,NA,1000
34,study,10,0,1500
34,study,study,NA,NA
34,NA,End of Block,NA,NA
34,NA,ITI,NA,1000
34,NA,Break,NA,NA
34,NA,ITI,NA,1000
34,NA,ITI,NA,1038
34,NA,Practice,4,NA
34,NA,ITI,NA,1780
34,NA,Practice,4,NA
34,NA,ITI,NA,1092
34,NA,Practice,4,NA
34,NA,ITI,NA,1633
34,NA,Practice,4,NA
34,NA,ITI,NA,1013
34,NA,Practice,4,NA
34,NA,ITI,NA,1937
34,NA,Practice,3,NA
34,NA,ITI,NA,1427
34,NA,Practice,4,NA
34,NA,ITI,NA,1253
34,NA,Practice,4,NA
34,NA,ITI,NA,1190
34,NA,Practice,3,NA
34,NA,ITI,NA,1415
34,NA,Practice,3,NA
34,NA,ITI,NA,1013
34,NA,Practice,3,NA
34,NA,ITI,NA,1649
34,NA,Practice,3,NA
34,NA,ITI,NA,1870
34,NA,Practice,3,NA
34,NA,ITI,NA,1609
34,NA,Practice,4,NA
34,NA,ITI,NA,1808
34,NA,Practice,4,NA
34,NA,ITI,NA,1827
34,NA,Practice,4,NA
34,NA,ITI,NA,1271
34,NA,Practice,3,NA
34,NA,ITI,NA,1837
34,NA,Practice,4,NA
34,NA,ITI,NA,1282
34,NA,Practice,4,NA
34,NA,ITI,NA,1138
34,NA,Practice,4,NA
34,NA,ITI,NA,1715
34,NA,Practice,4,NA
34,NA,ITI,NA,1473
34,NA,Practice,4,NA
34,NA,ITI,NA,1557
34,NA,Practice,4,NA
34,NA,ITI,NA,1385
34,NA,Practice,4,NA
34,NA,ITI,NA,1942
34,NA,Practice,4,NA
34,NA,Break,NA,NA
34,NA,ITI,NA,1000
34,NA,ITI,NA,1418
34,NA,test,4,NA
34,NA,ITI,NA,1163
34,NA,test,3,NA
34,NA,ITI,NA,1978
34,NA,test,3,NA
34,NA,ITI,NA,1619
34,NA,test,4,NA
34,NA,ITI,NA,1387
34,NA,test,4,NA
34,NA,ITI,NA,1023
34,NA,test,4,NA
34,NA,ITI,NA,1851
34,NA,test,3,NA
34,NA,ITI,NA,1078
34,NA,test,3,NA
34,NA,ITI,NA,1458
34,NA,test,4,NA
34,NA,ITI,NA,1860
34,NA,test,4,NA
34,NA,ITI,NA,1243
34,NA,test,4,NA
34,NA,ITI,NA,1972
34,NA,test,3,NA
34,NA,ITI,NA,1595
34,NA,test,4,NA
34,NA,ITI,NA,1892
34,NA,test,3,NA
34,NA,ITI,NA,1729
34,NA,test,3,NA
34,NA,ITI,NA,1611
34,NA,test,4,NA
34,NA,ITI,NA,1733
34,NA,test,3,NA
34,NA,ITI,NA,1224
34,NA,test,4,NA
34,NA,ITI,NA,1787
34,NA,test,3,NA
34,NA,ITI,NA,1499
34,NA,test,3,NA
34,NA,ITI,NA,1657
34,NA,test,4,NA
34,NA,ITI,NA,1972
34,NA,test,4,NA
34,NA,ITI,NA,1263
34,NA,test,4,NA
34,NA,ITI,NA,1187
34,NA,test,4,NA
34,NA,ITI,NA,1492
34,NA,test,4,NA
34,NA,ITI,NA,1783
34,NA,test,3,NA
34,NA,ITI,NA,1576
34,NA,test,4,NA
34,NA,ITI,NA,1614
34,NA,test,4,NA
34,NA,ITI,NA,1901
34,NA,test,4,NA
34,NA,ITI,NA,1586
34,NA,test,4,NA
34,NA,ITI,NA,1346
34,NA,test,0,NA
34,NA,ITI,NA,1460
34,NA,test,4,NA
34,NA,ITI,NA,1863
34,NA,test,3,NA
34,NA,ITI,NA,1277
34,NA,test,4,NA
34,NA,ITI,NA,1550
34,NA,test,4,NA
34,NA,ITI,NA,1822
34,NA,test,4,NA
34,NA,ITI,NA,1317
34,NA,test,3,NA
34,NA,ITI,NA,1930
34,NA,test,3,NA
34,NA,ITI,NA,1138
34,NA,test,4,NA
34,NA,ITI,NA,1395
34,NA,test,3,NA
34,NA,ITI,NA,1024
34,NA,test,4,NA
34,NA,ITI,NA,1903
34,NA,test,4,NA
34,NA,ITI,NA,1489
34,NA,test,4,NA
34,NA,ITI,NA,1641
34,NA,test,3,NA
34,NA,ITI,NA,1635
34,NA,test,4,NA
34,NA,ITI,NA,1069
34,NA,test,4,NA
34,NA,ITI,NA,1363
34,NA,test,3,NA
34,NA,ITI,NA,1500
34,NA,test,4,NA
34,NA,ITI,NA,1742
34,NA,test,4,NA
34,NA,ITI,NA,1765
34,NA,test,4,NA
34,NA,ITI,NA,1669
34,NA,test,3,NA
34,NA,ITI,NA,1807
34,NA,test,4,NA
34,NA,ITI,NA,1928
34,NA,test,4,NA
34,NA,ITI,NA,1481
34,NA,test,4,NA
34,NA,ITI,NA,1359
34,NA,test,4,NA
34,NA,ITI,NA,1884
34,NA,test,3,NA
34,NA,ITI,NA,1124
34,NA,test,3,NA
34,NA,ITI,NA,1996
34,NA,test,4,NA
34,NA,ITI,NA,1516
34,NA,test,4,NA
34,NA,ITI,NA,1936
34,NA,test,4,NA
34,NA,ITI,NA,1905
34,NA,test,4,NA
34,NA,ITI,NA,1414
34,NA,test,3,NA
34,NA,ITI,NA,1514
34,NA,test,4,NA
