Subject Number, Block, Trial Number, Dynomometer Response, Duration
13,NA,ITI,NA,1000
13,study,1,0,1000
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,2,0,1500
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,3,0,1000
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,4,0,1500
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,5,1,1000
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,6,0,1500
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,7,1,1000
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,8,0,1500
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,9,1,1000
13,study,study,NA,NA
13,NA,ITI,NA,1000
13,study,10,0,1500
13,study,study,NA,NA
13,NA,End of Block,NA,NA
13,NA,ITI,NA,1000
13,NA,Break,NA,NA
13,NA,ITI,NA,1000
13,NA,ITI,NA,1778
13,NA,Practice,4,NA
13,NA,ITI,NA,1237
13,NA,Practice,4,NA
13,NA,ITI,NA,1825
13,NA,Practice,4,NA
13,NA,ITI,NA,1966
13,NA,Practice,3,NA
13,NA,ITI,NA,1973
13,NA,Practice,4,NA
13,NA,ITI,NA,1453
13,NA,Practice,4,NA
13,NA,ITI,NA,1609
13,NA,Practice,4,NA
13,NA,ITI,NA,1776
13,NA,Practice,4,NA
13,NA,ITI,NA,1642
13,NA,Practice,3,NA
13,NA,ITI,NA,1722
13,NA,Practice,3,NA
13,NA,ITI,NA,1035
13,NA,Practice,4,NA
13,NA,ITI,NA,1298
13,NA,Practice,4,NA
13,NA,ITI,NA,1058
13,NA,Practice,4,NA
13,NA,ITI,NA,1857
13,NA,Practice,4,NA
13,NA,ITI,NA,1373
13,NA,Practice,3,NA
13,NA,ITI,NA,1680
13,NA,Practice,3,NA
13,NA,ITI,NA,1256
13,NA,Practice,3,NA
13,NA,ITI,NA,1347
13,NA,Practice,4,NA
13,NA,ITI,NA,1009
13,NA,Practice,4,NA
13,NA,ITI,NA,1358
13,NA,Practice,3,NA
13,NA,ITI,NA,1950
13,NA,Practice,4,NA
13,NA,ITI,NA,1218
13,NA,Practice,4,NA
13,NA,ITI,NA,1319
13,NA,Practice,4,NA
